CustomerID	Gender	Age	Under30	SeniorCitizen	Married	Dependents	NumberOfDependents	ServiceID
1689-MRZQR	Male	36	No	No	Yes	No	0	S1387
5835-BEQEU	Male	44	No	No	No	No	0	S1388
5552-ZNFSJ	Male	49	No	No	No	No	0	S1389
2223-KAGMX	Female	47	No	No	No	No	0	S1390
7321-PKUYW	Female	46	No	No	No	No	0	S1391
2833-SLKDQ	Male	23	Yes	No	No	No	0	S1392
7595-EUIVN	Female	53	No	No	No	No	0	S1393
2026-TGDHM	Female	54	No	No	No	No	0	S1394
4030-VPZBD	Female	53	No	No	No	No	0	S1395
2408-TZMJL	Male	43	No	No	Yes	No	0	S1396
7993-PYKOF	Male	20	Yes	No	Yes	No	0	S1397
5027-XWQHA	Male	35	No	No	No	No	0	S1398
4566-QVRRW	Female	41	No	No	Yes	No	0	S1399
0201-OAMXR	Female	30	No	No	No	No	0	S1400
7831-QGOXH	Female	27	Yes	No	No	No	0	S1401
6393-WRYZE	Female	35	No	No	Yes	No	0	S1402
6599-RCLCJ	Male	54	No	No	Yes	No	0	S1403
9831-BPFRI	Female	50	No	No	Yes	No	0	S1404
1725-MIMXW	Male	42	No	No	No	No	0	S1405
0031-PVLZI	Female	34	No	No	Yes	No	0	S1406
4791-QRGMF	Male	33	No	No	Yes	No	0	S1407
4671-LXRDQ	Male	44	No	No	No	No	0	S1408
1934-SJVJK	Male	35	No	No	No	No	0	S1409
3838-OZURD	Male	28	Yes	No	Yes	No	0	S1410
9269-CQOOL	Male	58	No	No	No	No	0	S1411
2845-HSJCY	Female	49	No	No	Yes	No	0	S1412
1184-PJVDB	Male	38	No	No	Yes	No	0	S1413
9415-DPEWS	Female	47	No	No	No	No	0	S1414
7943-RQCHR	Female	34	No	No	No	No	0	S1415
3249-ZPQRG	Male	28	Yes	No	No	No	0	S1416
2568-BRGYX	Male	43	No	No	No	No	0	S1417
7721-JXEAW	Male	23	Yes	No	Yes	No	0	S1418
7249-WBIYX	Male	63	No	No	Yes	No	0	S1419
3164-AALRN	Male	39	No	No	No	No	0	S1420
3334-CTHOL	Female	51	No	No	No	No	0	S1421
4704-ERYFC	Female	19	Yes	No	Yes	No	0	S1422
0471-LVHGK	Male	34	No	No	Yes	No	0	S1423
9518-RWHZL	Female	39	No	No	No	No	0	S1424
6240-EURKS	Female	27	Yes	No	No	No	0	S1425
6960-HVYXR	Female	20	Yes	No	No	No	0	S1426
7861-UVUFT	Female	36	No	No	Yes	No	0	S1427
0680-DFNNY	Male	62	No	No	Yes	No	0	S1428
7767-UXAGJ	Male	37	No	No	No	No	0	S1429
1571-SAVHK	Male	20	Yes	No	No	No	0	S1430
9546-CQJSU	Female	50	No	No	No	No	0	S1431
2951-QOQTK	Male	28	Yes	No	No	No	0	S1432
3473-XIIIT	Female	61	No	No	Yes	No	0	S1433
7893-IXHRQ	Male	53	No	No	No	No	0	S1434
2952-QAYZF	Male	30	No	No	No	No	0	S1435
4763-PGDPO	Female	19	Yes	No	No	No	0	S1436
5394-SVGJV	Male	27	Yes	No	No	No	0	S1437
9283-LZQOH	Male	36	No	No	Yes	No	0	S1438
7079-QRCBC	Female	35	No	No	No	No	0	S1439
5469-CTCWN	Male	52	No	No	Yes	No	0	S1440
9851-QXEEQ	Male	21	Yes	No	No	No	0	S1441
5208-HFSBT	Female	47	No	No	No	No	0	S1442
2667-WYLWJ	Female	44	No	No	Yes	No	0	S1443
1092-GANHU	Male	62	No	No	No	No	0	S1444
7881-EVUAD	Female	49	No	No	No	No	0	S1445
5766-XQXMQ	Female	45	No	No	No	No	0	S1446
3703-VAVCL	Male	51	No	No	Yes	No	0	S1447
8519-QJGJD	Female	42	No	No	No	No	0	S1448
6326-MTTXK	Male	56	No	No	No	No	0	S1449
0330-IVZHA	Female	55	No	No	Yes	No	0	S1450
2886-KEFUM	Female	50	No	No	Yes	No	0	S1451
4237-RLAQD	Male	58	No	No	No	No	0	S1452
9651-GTSAQ	Female	44	No	No	Yes	No	0	S1453
3186-BAXNB	Female	20	Yes	No	No	No	0	S1454
0637-YLETY	Female	39	No	No	No	No	0	S1455
1157-BQCUW	Male	59	No	No	No	No	0	S1456
2003-CKLOR	Male	62	No	No	No	No	0	S1457
9254-RBFON	Female	38	No	No	Yes	No	0	S1458
1205-WNWPJ	Female	54	No	No	No	No	0	S1459
8387-MOJJT	Female	53	No	No	Yes	No	0	S1460
6032-KRXXO	Male	33	No	No	No	No	0	S1461
7459-RRWQZ	Female	51	No	No	No	No	0	S1462
3092-IGHWF	Male	34	No	No	Yes	No	0	S1463
6352-TWCAU	Female	32	No	No	No	No	0	S1464
2929-QNSRW	Female	21	Yes	No	Yes	No	0	S1465
1262-OPMFY	Female	46	No	No	Yes	No	0	S1466
1899-VXWXM	Male	55	No	No	No	No	0	S1467
3331-HQDTW	Female	23	Yes	No	No	No	0	S1468
5442-XSDCW	Male	61	No	No	Yes	No	0	S1469
3049-NDXFL	Female	30	No	No	No	No	0	S1470
7963-GQRMY	Female	19	Yes	No	Yes	No	0	S1471
1228-FZFRV	Male	37	No	No	Yes	No	0	S1472
2058-DCJBE	Male	32	No	No	No	No	0	S1473
5364-XYIRR	Male	44	No	No	Yes	No	0	S1474
4829-AUOAX	Female	57	No	No	No	No	0	S1475
9158-VCTQB	Female	41	No	No	Yes	No	0	S1476
6311-UEUME	Female	37	No	No	No	No	0	S1477
6839-ITVZJ	Female	35	No	No	Yes	No	0	S1478
0375-HVGXO	Female	31	No	No	No	No	0	S1479
8593-WHYHV	Male	46	No	No	No	No	0	S1480
6097-EQISJ	Female	41	No	No	Yes	No	0	S1481
4423-YLHDV	Female	22	Yes	No	Yes	No	0	S1482
0107-YHINA	Male	59	No	No	No	No	0	S1483
8640-SDGKB	Male	39	No	No	No	No	0	S1484
4116-TZAQJ	Female	23	Yes	No	No	No	0	S1485
3877-JRJIP	Male	50	No	No	No	No	0	S1486
7511-YMXVQ	Male	54	No	No	No	No	0	S1487
7551-JOHTI	Female	54	No	No	No	No	0	S1488
9804-ICWBG	Male	56	No	No	No	No	0	S1489
5318-IXUZF	Female	50	No	No	No	No	0	S1490
3198-VELRD	Female	47	No	No	Yes	No	0	S1491
9436-ZBZCT	Male	40	No	No	No	No	0	S1492
7198-GLXTC	Male	33	No	No	No	No	0	S1493
0516-VRYBW	Female	39	No	No	No	No	0	S1494
8380-PEFPE	Male	60	No	No	No	No	0	S1495
5687-DKDTV	Female	35	No	No	No	No	0	S1496
7530-HDYDS	Female	26	Yes	No	No	No	0	S1497
3096-IZETN	Female	32	No	No	No	No	0	S1498
5922-ABDVO	Female	20	Yes	No	Yes	No	0	S1499
9172-ANCRX	Female	35	No	No	No	No	0	S1500
6910-HADCM	Female	63	No	No	No	No	0	S1501
4816-LXZYW	Female	51	No	No	No	No	0	S1502
4911-BANWH	Female	44	No	No	No	No	0	S1503
8496-EJAUI	Male	47	No	No	No	No	0	S1504
6365-MTGZX	Male	44	No	No	No	No	0	S1505
1349-WXNGG	Male	57	No	No	No	No	0	S1506
6990-YNRIO	Male	53	No	No	Yes	No	0	S1507
0621-TWIEM	Male	28	Yes	No	No	No	0	S1508
2485-ITVKB	Female	36	No	No	Yes	No	0	S1509
3669-OYSJI	Male	47	No	No	No	No	0	S1510
1612-EOHDH	Female	29	Yes	No	No	No	0	S1511
7517-SAWMO	Female	31	No	No	Yes	No	0	S1512
4143-HHPMK	Male	46	No	No	No	No	0	S1513
7054-LGEQW	Female	23	Yes	No	No	No	0	S1514
0923-PNFUB	Female	55	No	No	No	No	0	S1515
3494-JCHRQ	Male	38	No	No	No	No	0	S1516
6474-FVJLC	Male	61	No	No	No	No	0	S1517
4547-LYTDD	Female	35	No	No	No	No	0	S1518
6770-XUAGN	Female	30	No	No	Yes	No	0	S1519
3143-ILDAL	Male	21	Yes	No	No	No	0	S1520
4720-VSTSI	Female	54	No	No	No	No	0	S1521
3946-MHCZW	Male	50	No	No	No	No	0	S1522
6651-AZVTJ	Male	27	Yes	No	Yes	No	0	S1523
4566-GOLUK	Male	43	No	No	Yes	No	0	S1524
2484-DGXPZ	Female	45	No	No	Yes	No	0	S1525
4587-NUKOX	Female	60	No	No	No	No	0	S1526
0420-BWTPW	Male	40	No	No	No	No	0	S1527
8183-ONMXC	Female	41	No	No	No	No	0	S1528
9614-RMGHA	Male	29	Yes	No	Yes	No	0	S1529
5054-IEXZT	Male	41	No	No	No	No	0	S1530
5834-ASPWA	Male	55	No	No	No	No	0	S1531
3948-XHGNA	Male	35	No	No	No	No	0	S1532
0565-IYCGT	Male	51	No	No	No	No	0	S1533
5445-UTODQ	Female	35	No	No	Yes	No	0	S1534
1024-VRZHF	Male	39	No	No	Yes	No	0	S1535
0348-SDKOL	Female	33	No	No	Yes	No	0	S1536
4373-MAVJG	Female	64	No	No	Yes	No	0	S1537
8901-HJXTF	Female	46	No	No	Yes	No	0	S1538
5419-KLXBN	Female	36	No	No	Yes	No	0	S1539
9828-AOQLM	Female	37	No	No	Yes	No	0	S1540
7615-ESMYF	Female	23	Yes	No	Yes	No	0	S1541
3858-VOBET	Male	48	No	No	No	No	0	S1542
1447-PJGGA	Female	39	No	No	No	No	0	S1543
8565-CLBZW	Male	23	Yes	No	No	No	0	S1544
9139-WQQDY	Female	35	No	No	Yes	No	0	S1545
0224-HJAPT	Male	25	Yes	No	No	No	0	S1546
8086-OVPWV	Male	58	No	No	No	No	0	S1547
9430-FRQOC	Female	33	No	No	No	No	0	S1548
3074-GQWYX	Male	30	No	No	No	No	0	S1549
6845-RGTYS	Female	29	Yes	No	Yes	No	0	S1550
8861-HGGKB	Female	57	No	No	No	No	0	S1551
7065-YUNRY	Female	28	Yes	No	No	No	0	S1552
7694-VLBWQ	Male	61	No	No	Yes	No	0	S1553
6481-OGDOO	Male	31	No	No	Yes	No	0	S1554
3753-TSEMP	Female	21	Yes	No	Yes	No	0	S1555
8305-VHZBZ	Male	55	No	No	No	No	0	S1556
9172-JITSM	Female	47	No	No	Yes	No	0	S1557
6298-QDFNH	Male	48	No	No	No	No	0	S1558
6173-ITPWD	Male	26	Yes	No	Yes	No	0	S1559
9734-UYXQI	Female	27	Yes	No	No	No	0	S1560
2189-UXTKY	Female	27	Yes	No	Yes	No	0	S1561
4958-GZWIY	Male	61	No	No	Yes	No	0	S1562
6356-ELRKD	Female	29	Yes	No	No	No	0	S1563
8624-GIOUT	Female	40	No	No	No	No	0	S1564
3177-LASXD	Female	43	No	No	No	No	0	S1565
4897-QSUYC	Female	42	No	No	No	No	0	S1566
1084-UQCHV	Male	35	No	No	No	No	0	S1567
2955-BJZHG	Male	41	No	No	Yes	No	0	S1568
3806-DXQOM	Female	47	No	No	No	No	0	S1569
9300-RENDD	Male	56	No	No	No	No	0	S1570
0761-AETCS	Female	58	No	No	No	No	0	S1571
2153-MREFK	Female	55	No	No	Yes	No	0	S1572
3106-ULWFW	Female	32	No	No	Yes	No	0	S1573
0925-VYDLG	Female	40	No	No	No	No	0	S1574
4349-GFQHK	Male	30	No	No	No	No	0	S1575
7802-EFKNY	Male	37	No	No	Yes	No	0	S1576
8035-BUYVG	Male	39	No	No	Yes	No	0	S1577
9787-XVQIU	Male	38	No	No	No	No	0	S1578
8945-MUQUF	Male	22	Yes	No	No	No	0	S1579
3023-GFLBR	Female	63	No	No	Yes	No	0	S1580
0524-IAVZO	Female	25	Yes	No	Yes	No	0	S1581
2737-YNGYW	Female	29	Yes	No	No	No	0	S1582
5159-YFPKQ	Female	37	No	No	No	No	0	S1583
7927-AUXBZ	Female	45	No	No	No	No	0	S1584
7619-ODSGN	Male	63	No	No	Yes	Yes	2	S1585
2514-GINMM	Male	60	No	No	No	No	0	S1586
2659-VXMWZ	Male	58	No	No	Yes	No	0	S1587
4285-GYRQC	Female	63	No	No	Yes	No	0	S1588
8337-MSSXB	Female	64	No	No	No	No	0	S1589
8182-BJDSI	Female	56	No	No	No	No	0	S1590
2482-CZGBB	Male	41	No	No	No	No	0	S1591
0866-QLSIR	Female	53	No	No	No	No	0	S1592
7181-BQYBV	Female	52	No	No	Yes	No	0	S1593
6204-IEUXJ	Female	30	No	No	No	No	0	S1594
4529-CKBCL	Female	51	No	No	No	No	0	S1595
2506-CLAKW	Female	20	Yes	No	No	No	0	S1596
1583-IHQZE	Male	60	No	No	No	No	0	S1597
0151-ONTOV	Female	43	No	No	No	No	0	S1598
0320-JDNQG	Male	28	Yes	No	Yes	No	0	S1599
7180-PISOG	Male	41	No	No	Yes	No	0	S1600
3571-RFHAR	Male	60	No	No	No	No	0	S1601
9578-VRMNM	Female	48	No	No	No	No	0	S1602
6140-QNRQQ	Male	42	No	No	No	No	0	S1603
4307-KTUMW	Male	27	Yes	No	Yes	No	0	S1604
7470-MCQTK	Female	42	No	No	Yes	No	0	S1605
7488-MXJIV	Female	63	No	No	No	No	0	S1606
2027-FECZV	Male	44	No	No	No	No	0	S1607
2672-DZUOY	Male	46	No	No	No	No	0	S1608
3870-MQAMG	Female	21	Yes	No	Yes	No	0	S1609
4800-CZMPC	Female	24	Yes	No	Yes	No	0	S1610
7377-DMMRI	Male	35	No	No	No	No	0	S1611
8949-JTMAY	Female	49	No	No	No	No	0	S1612
3211-ILJTT	Male	35	No	No	Yes	No	0	S1613
5103-MHMHY	Female	49	No	No	No	Yes	1	S1614
0235-KGSLC	Female	45	No	No	No	No	0	S1615
2884-GBPFB	Female	61	No	No	Yes	No	0	S1616
5136-KCKGI	Female	22	Yes	No	Yes	No	0	S1617
3722-WPXTK	Male	23	Yes	No	No	No	0	S1618
2929-ERCFZ	Female	22	Yes	No	Yes	No	0	S1619
7548-SEPYI	Female	62	No	No	No	No	0	S1620
8835-VSDSE	Female	28	Yes	No	Yes	No	0	S1621
1623-NLDOT	Female	55	No	No	Yes	No	0	S1622
5236-PERKL	Female	38	No	No	No	No	0	S1623
7854-FOKSF	Male	54	No	No	No	No	0	S1624
2519-FAKOD	Male	30	No	No	No	No	0	S1625
7089-IVVAZ	Female	26	Yes	No	No	No	0	S1626
9492-TOKRI	Female	55	No	No	No	No	0	S1627
3325-FUYCG	Male	58	No	No	Yes	No	0	S1628
8481-YYXWG	Female	30	No	No	No	No	0	S1629
2609-IAICY	Female	32	No	No	No	No	0	S1630
1740-CSDJP	Male	53	No	No	No	No	0	S1631
2636-OHFMN	Male	26	Yes	No	Yes	No	0	S1632
1323-OOEPC	Female	45	No	No	Yes	No	0	S1633
9921-ZVRHG	Female	44	No	No	No	No	0	S1634
4701-MLJPN	Male	60	No	No	No	No	0	S1635
9206-GVPEQ	Male	28	Yes	No	Yes	No	0	S1636
1596-BBVTG	Male	53	No	No	No	No	0	S1637
8433-WXGNA	Male	55	No	No	No	No	0	S1638
3707-GNWHM	Male	28	Yes	No	No	No	0	S1639
5766-ZJYBB	Male	52	No	No	No	No	0	S1640
8931-GJJIQ	Female	46	No	No	No	No	0	S1641
4277-PVRAN	Female	34	No	No	No	No	0	S1642
0203-HHYIJ	Male	62	No	No	No	No	0	S1643
0952-KMEEH	Male	46	No	No	No	No	0	S1644
8178-EYZUO	Male	48	No	No	No	No	0	S1645
3230-WYKIR	Male	36	No	No	No	No	0	S1646
0407-BDJKB	Male	59	No	No	Yes	No	0	S1647
9600-UDOPK	Male	33	No	No	Yes	No	0	S1648
4074-SJFFA	Female	44	No	No	No	No	0	S1649
4910-GMJOT	Female	56	No	No	No	No	0	S1650
4323-SADQS	Male	61	No	No	Yes	Yes	6	S1651
4446-BZKHU	Male	44	No	No	Yes	No	0	S1652
5202-IVJNU	Female	56	No	No	No	Yes	2	S1653
5976-JCJRH	Male	36	No	No	Yes	No	0	S1654
0137-OCGAB	Female	25	Yes	No	No	No	0	S1655
3351-NQLDI	Female	41	No	No	Yes	No	0	S1656
7593-JNWRU	Male	61	No	No	Yes	Yes	1	S1657
4588-YBNIB	Female	24	Yes	No	No	No	0	S1658
5028-GZLDO	Male	21	Yes	No	No	No	0	S1659
6877-TJMBR	Male	21	Yes	No	Yes	No	0	S1660
6769-DCQLI	Male	21	Yes	No	No	No	0	S1661
2433-KMEAS	Male	62	No	No	No	No	0	S1662
2195-ZRVAX	Female	40	No	No	Yes	No	0	S1663
3550-SAHFP	Female	51	No	No	No	No	0	S1664
2011-TRQYE	Male	59	No	No	No	No	0	S1665
4873-ILOLJ	Male	64	No	No	No	No	0	S1666
2725-KXXWT	Male	26	Yes	No	Yes	No	0	S1667
9565-DJPIB	Female	64	No	No	No	No	0	S1668
8348-HFYIV	Male	21	Yes	No	No	No	0	S1669
6849-WLEYG	Male	43	No	No	No	Yes	3	S1670
4659-NZRUF	Female	64	No	No	No	No	0	S1671
8429-XIBUM	Male	44	No	No	No	No	0	S1672
2608-BHKFN	Female	46	No	No	No	No	0	S1673
7341-LXCAF	Male	24	Yes	No	Yes	No	0	S1674
9462-MJUAW	Male	60	No	No	No	No	0	S1675
8128-YVJRG	Female	61	No	No	No	No	0	S1676
1569-TTNYJ	Male	55	No	No	Yes	No	0	S1677
4749-VFKVB	Female	47	No	No	No	No	0	S1678
7598-UAASY	Male	19	Yes	No	Yes	No	0	S1679
7938-OUHIO	Male	28	Yes	No	No	No	0	S1680
0431-APWVY	Female	37	No	No	Yes	No	0	S1681
3426-NIYYL	Male	47	No	No	No	No	0	S1682
3387-VATUS	Male	44	No	No	No	No	0	S1683
1143-NMNQJ	Female	39	No	No	No	No	0	S1684
0415-MOSGF	Female	58	No	No	No	No	0	S1685
2495-INZWQ	Male	44	No	No	No	No	0	S1686
4139-SUGLD	Male	41	No	No	Yes	Yes	3	S1687
6857-VWJDT	Female	45	No	No	No	No	0	S1688
5624-BQSSA	Female	19	Yes	No	No	No	0	S1689
5577-OTWWW	Female	54	No	No	No	No	0	S1690
6100-QQHEB	Male	42	No	No	Yes	No	0	S1691
2691-NZETQ	Male	28	Yes	No	No	No	0	S1692
4404-HIBDJ	Female	48	No	No	No	No	0	S1693
7295-JOMMD	Female	34	No	No	No	No	0	S1694
5013-SBUIH	Female	63	No	No	No	No	0	S1695
6023-YEBUP	Male	32	No	No	No	No	0	S1696
7209-JCUDS	Male	25	Yes	No	No	No	0	S1697
6158-DWPZT	Male	53	No	No	Yes	No	0	S1698
3763-GCZHZ	Male	23	Yes	No	Yes	No	0	S1699
0772-GYEQQ	Male	33	No	No	No	No	0	S1700
4831-EOBFE	Male	43	No	No	Yes	No	0	S1701
9170-GYZJC	Female	42	No	No	Yes	Yes	3	S1702
2002-MZHWP	Female	24	Yes	No	No	No	0	S1703
2004-OCQXK	Female	44	No	No	No	No	0	S1704
5027-QPKTE	Male	39	No	No	Yes	No	0	S1705
2672-HUYVI	Female	53	No	No	No	No	0	S1706
7508-MYBOG	Male	20	Yes	No	Yes	No	0	S1707
0148-DCDOS	Male	41	No	No	No	No	0	S1708
9992-RRAMN	Male	40	No	No	Yes	No	0	S1709
0310-MVLET	Female	63	No	No	Yes	No	0	S1710
5696-QURRL	Male	31	No	No	No	No	0	S1711
0495-RVCBF	Female	39	No	No	No	No	0	S1712
7854-EDSSA	Male	46	No	No	No	No	0	S1713
8869-TORSS	Female	51	No	No	No	No	0	S1714
2115-BFTIW	Male	52	No	No	No	No	0	S1715
0611-DFXKO	Male	35	No	No	Yes	No	0	S1716
7780-OTDSO	Male	51	No	No	Yes	No	0	S1717
9747-DDZOS	Female	50	No	No	No	No	0	S1718
0564-JJHGS	Male	45	No	No	No	No	0	S1719
3348-CFRNX	Female	47	No	No	Yes	No	0	S1720
1428-GTBJJ	Male	20	Yes	No	No	No	0	S1721
2249-YPRNG	Female	57	No	No	Yes	No	0	S1722
7410-YTJIK	Female	35	No	No	No	No	0	S1723
4626-GYCZP	Male	60	No	No	No	No	0	S1724
5590-BYNII	Male	51	No	No	No	No	0	S1725
3237-AJGEH	Female	43	No	No	Yes	Yes	1	S1726
1591-NFNLQ	Male	38	No	No	No	No	0	S1727
0596-BQCEQ	Female	32	No	No	Yes	No	0	S1728
1481-ZUWZA	Male	52	No	No	No	No	0	S1729
2309-OSFEU	Male	42	No	No	No	No	0	S1730
7613-LLQFO	Male	41	No	No	No	No	0	S1731
2640-PMGFL	Male	35	No	No	No	No	0	S1732
3801-HMYNL	Male	44	No	No	Yes	No	0	S1733
4484-CGXFK	Female	45	No	No	No	No	0	S1734
6214-EDAKZ	Female	32	No	No	Yes	Yes	1	S1735
6127-ISGTU	Female	34	No	No	Yes	No	0	S1736
8740-XLHDR	Male	30	No	No	No	No	0	S1737
1208-DNHLN	Male	60	No	No	Yes	No	0	S1738
1761-AEZZR	Male	59	No	No	No	No	0	S1739
7120-RFMVS	Male	31	No	No	No	No	0	S1740
7317-GGVPB	Male	57	No	No	Yes	No	0	S1741
1322-AGOQM	Male	57	No	No	No	No	0	S1742
5692-FPTAH	Female	32	No	No	No	No	0	S1743
1550-LOAHA	Female	53	No	No	Yes	No	0	S1744
0268-QKIWO	Female	41	No	No	No	No	0	S1745
0876-WDUUZ	Female	62	No	No	No	No	0	S1746
0617-FHSGK	Male	62	No	No	No	No	0	S1747
2858-MOFSQ	Female	50	No	No	No	No	0	S1748
7005-CCBKV	Male	53	No	No	No	No	0	S1749
4250-FDVOU	Female	44	No	No	No	No	0	S1750
2141-RRYGO	Female	51	No	No	No	No	0	S1751
6376-GAHQE	Male	48	No	No	No	No	0	S1752
5052-PNLOS	Male	50	No	No	No	No	0	S1753
6979-ZNSFF	Female	48	No	No	No	No	0	S1754
2386-LAHRK	Male	22	Yes	No	No	No	0	S1755
6032-IGALN	Female	35	No	No	No	No	0	S1756
0516-WJVXC	Female	21	Yes	No	No	No	0	S1757
8809-RIHDD	Male	47	No	No	Yes	No	0	S1758
4822-NGOCH	Female	60	No	No	No	No	0	S1759
1432-FPAXX	Female	53	No	No	No	No	0	S1760
3884-HCSWG	Female	51	No	No	No	No	0	S1761
5077-DXTCG	Female	37	No	No	No	No	0	S1762
1142-WACZW	Male	64	No	No	No	No	0	S1763
4892-VLANZ	Male	40	No	No	No	No	0	S1764
2919-HBCJO	Female	36	No	No	No	No	0	S1765
4236-XPXAV	Female	45	No	No	Yes	No	0	S1766
3030-YZADT	Male	57	No	No	No	No	0	S1767
7410-KTVFV	Male	53	No	No	Yes	No	0	S1768
8393-DLHGA	Male	55	No	No	No	No	0	S1769
2834-SPCJV	Male	40	No	No	Yes	No	0	S1770
0587-DMGBH	Female	48	No	No	No	No	0	S1771
3523-QRQLL	Female	22	Yes	No	Yes	No	0	S1772
0895-DQHEW	Male	47	No	No	Yes	No	0	S1773
8149-RSOUN	Female	49	No	No	No	No	0	S1774
7250-EQKIY	Female	47	No	No	Yes	Yes	2	S1775
4013-UBXWQ	Female	33	No	No	No	No	0	S1776
5519-NPHVG	Female	53	No	No	No	No	0	S1777
8849-GYOKR	Female	59	No	No	Yes	No	0	S1778
3148-BLQJT	Male	33	No	No	No	No	0	S1779
0461-CVKMU	Female	45	No	No	Yes	No	0	S1780
8806-EAGWC	Male	25	Yes	No	No	No	0	S1781
4183-WCSEP	Male	46	No	No	No	No	0	S1782
5498-TXHLF	Female	39	No	No	Yes	No	0	S1783
9722-UJOJR	Male	36	No	No	Yes	No	0	S1784
6772-KSATR	Male	31	No	No	No	No	0	S1785
7112-OPOTK	Male	37	No	No	No	No	0	S1786
4210-QFJMF	Female	41	No	No	No	No	0	S1787
5828-AVIPD	Male	29	Yes	No	Yes	No	0	S1788
1086-LXKFY	Female	46	No	No	Yes	No	0	S1789
7774-OJSXI	Male	53	No	No	No	No	0	S1790
7786-WBJYI	Female	31	No	No	No	No	0	S1791
5016-ETTFF	Male	46	No	No	No	No	0	S1792
3866-MDTUB	Female	64	No	No	No	No	0	S1793
0697-ZMSWS	Male	19	Yes	No	No	No	0	S1794
7593-XFKDI	Male	39	No	No	No	No	0	S1795
0337-CNPZE	Female	63	No	No	No	No	0	S1796
1513-XNPPH	Female	36	No	No	No	No	0	S1797
6347-DCUIK	Male	28	Yes	No	No	No	0	S1798
0897-FEGMU	Female	43	No	No	Yes	No	0	S1799
7663-RGWBC	Male	44	No	No	No	No	0	S1800
1120-BMWUB	Female	36	No	No	No	No	0	S1801
9124-LHCJQ	Female	22	Yes	No	No	No	0	S1802
2235-ZGKPT	Female	36	No	No	Yes	Yes	1	S1803
3891-PUQOD	Female	40	No	No	No	Yes	3	S1804
0689-NKYLF	Male	42	No	No	No	No	0	S1805
3658-KIBGF	Female	19	Yes	No	No	No	0	S1806
5519-YLDGW	Female	57	No	No	Yes	No	0	S1807
4946-EDSEW	Female	35	No	No	Yes	Yes	3	S1808
8185-UPYBR	Male	33	No	No	Yes	No	0	S1809
4585-HETAI	Female	25	Yes	No	Yes	No	0	S1810
7526-BEZQB	Male	39	No	No	No	No	0	S1811
4951-UKAAQ	Female	30	No	No	No	No	0	S1812
2108-YKQTY	Female	42	No	No	No	No	0	S1813
4918-QLLIW	Male	23	Yes	No	No	No	0	S1814
1625-JAIIY	Female	42	No	No	Yes	No	0	S1815
2947-DOMLJ	Male	47	No	No	No	Yes	2	S1816
4112-LUEIZ	Male	55	No	No	No	No	0	S1817
4510-HIMLV	Male	50	No	No	No	No	0	S1818
2430-USGXP	Male	44	No	No	Yes	No	0	S1819
5955-ERIHD	Male	53	No	No	Yes	No	0	S1820
5949-EBSQK	Male	44	No	No	Yes	Yes	1	S1821
7274-RTAPZ	Male	20	Yes	No	No	No	0	S1822
0311-UNPFF	Female	58	No	No	No	No	0	S1823
3834-XUIFC	Male	23	Yes	No	No	No	0	S1824
7599-FKVXZ	Male	54	No	No	Yes	No	0	S1825
8229-TNIQA	Female	36	No	No	No	No	0	S1826
6221-AVQYL	Male	37	No	No	No	No	0	S1827
7743-EXURX	Male	47	No	No	Yes	Yes	1	S1828
5569-KGJHX	Female	63	No	No	Yes	No	0	S1829
7730-IUTDZ	Male	63	No	No	No	No	0	S1830
0426-TIRNE	Female	54	No	No	No	No	0	S1831
7587-RZNME	Male	23	Yes	No	No	No	0	S1832
0748-RDGGM	Male	38	No	No	Yes	No	0	S1833
3746-EUBYR	Male	63	No	No	Yes	No	0	S1834
2332-EFBJY	Male	35	No	No	No	No	0	S1835
9474-PHLYD	Female	25	Yes	No	No	No	0	S1836
2165-VOEGB	Female	23	Yes	No	No	No	0	S1837
2219-MVUSO	Male	59	No	No	No	No	0	S1838
8914-RBTSB	Male	62	No	No	Yes	No	0	S1839
0963-ZBDRN	Male	45	No	No	No	No	0	S1840
7594-RQHXR	Female	20	Yes	No	No	No	0	S1841
6331-EWIEB	Male	49	No	No	No	No	0	S1842
5998-VVEJY	Male	34	No	No	No	No	0	S1843
4317-VTEOA	Male	61	No	No	No	No	0	S1844
1670-SVOWZ	Female	57	No	No	Yes	No	0	S1845
7541-YLXCL	Male	25	Yes	No	No	No	0	S1846
0260-ZDLGK	Female	50	No	No	No	Yes	2	S1847
8722-NGNBH	Male	25	Yes	No	No	No	0	S1848
0133-BMFZO	Female	40	No	No	No	No	0	S1849
6128-CZOMY	Female	43	No	No	No	No	0	S1850
9540-JYROE	Male	30	No	No	No	No	0	S1851
3656-TKRVZ	Female	19	Yes	No	No	No	0	S1852
1501-SGHBW	Male	34	No	No	No	No	0	S1853
3208-YPIOE	Male	64	No	No	No	No	0	S1854
2612-RANWT	Female	24	Yes	No	No	No	0	S1855
2933-FILNV	Female	53	No	No	Yes	Yes	3	S1856
9986-BONCE	Female	36	No	No	No	No	0	S1857
4083-EUGRJ	Male	37	No	No	No	No	0	S1858
6410-LEFEN	Female	38	No	No	No	No	0	S1859
3194-ORPIK	Female	59	No	No	Yes	No	0	S1860
8816-VXNZD	Female	36	No	No	No	No	0	S1861
9378-FXTIZ	Female	50	No	No	Yes	No	0	S1862
1723-HKXJQ	Male	64	No	No	No	No	0	S1863
